Rk,Pick,YR,HT,PLAYER,TEAM,CONF,G,ROLE,MIN_PCT,PRPG,D_PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A_TO,BLK,STL,FTR,FC40,DUNKS_MADE_ATT,DUNKS_PCT,CLOSE_2_MADE_ATT,CLOSE_2_PCT,FAR_2_MADE_ATT,FAR_2_PCT,FT_MADE_ATT,FT_PCT,2P_MADE_ATT,2P_PCT,3PR,3P_PER_100,3P_MADE_ATT,3P_PCT
2149,-,So,6-5,Jace Posey,TCU,B12,27,Wing F,21.6,0.6,1.4,-1.0,-1.7,0.6,101.8,98.4,21.7,46.0,50.7,9.4,14.7,3.8,14.7,0.4,1.5,2.1,47.0,3.8,7-7,1.000,38-69,.551,5-18,.278,32-47,.681,43-87,.494,13.0,2.5,2-13,.154
2150,-,Sr,6-10,Jerrell Colbert,McNeese St.,Slnd,32,C,48.9,0.6,2.3,-1.6,-3.4,1.8,106.2,101.2,16.4,53.3,54.8,11.6,12.6,4.5,19.7,0.5,9.7,2.0,59.5,6.4,30-33,.909,51-83,.614,12-34,.353,41-72,.569,63-117,.538,3.3,0.4,1-4,.250
2151,-,Jr,6-3,Logan Carey,Maine,AE,31,Scoring PG,64.4,0.6,2.2,-2.2,-2.8,0.6,99.8,110.2,22.6,51.4,54.7,3.8,9.4,22.2,18.7,1.4,0.7,3.8,47.4,4.3,3-3,1.000,74-132,.561,6-23,.261,66-100,.660,80-155,.516,26.5,4.3,19-56,.339
2152,-,Jr,6-4,Demarion Burch,Bradley,MVC,25,Wing G,42.3,0.6,1.8,-3.4,-1.8,-1.5,97.8,111.3,21.4,47.1,48.7,3.0,8.1,8.2,11.0,1.0,1.1,1.4,25.9,3.5,0-1,.000,37-69,.536,22-59,.373,31-53,.585,59-128,.461,37.6,7.9,25-77,.325
2153,-,Sr,5-9,Braelon Bush,Chicago St.,NEC,26,Scoring PG,54.0,0.6,1.1,-2.6,-0.7,-1.9,100.8,122.0,20.2,45.6,49.6,0.3,9.3,26.1,16.2,2.3,0.0,3.0,18.1,1.9,0-0,.000,30-56,.536,21-47,.447,34-37,.919,51-103,.495,49.5,9.2,28-101,.277
2154,-,Sr,6-11,Blaise Keita,Western Kentucky,CUSA,29,C,31.5,0.6,1.4,-1.4,-2.2,0.7,119.9,104.0,11.6,49.1,54.6,13.1,18.6,4.2,14.0,0.8,1.9,2.4,62.3,6.8,3-3,1.000,18-37,.486,8-16,.500,23-33,.697,26-53,.491,0.0,0.0,0-0,.000
2155,-,Sr,6-11,Dok Muordar,Monmouth,CAA,32,C,30.1,0.6,1.2,0.3,-1.2,1.5,111.9,106.1,16.7,53.2,56.2,8.3,11.5,2.0,11.6,0.3,11.4,1.0,56.4,3.3,14-15,.933,44-77,.571,6-17,.353,34-53,.642,50-94,.532,0.0,0.0,0-0,.000
2156,-,Fr,6-6,Hayden Assemian,South Carolina,SEC,24,PF/C,18.2,0.6,1.0,-1.2,-2.6,1.5,118.7,103.1,13.3,69.4,68.0,11.6,18.0,5.8,22.7,0.6,4.5,1.0,38.9,6.6,8-9,.889,23-30,.767,2-6,.333,8-14,.571,25-36,.694,0.0,0.0,0-0,.000
2157,-,So,6-4,Victor Payne,Saint Francis,NEC,29,Wing G,59.0,0.6,0.9,-4.2,-2.1,-2.1,111.5,122.8,13.5,55.4,57.5,4.7,12.0,7.7,15.3,1.2,1.9,2.1,21.5,4.9,1-1,1.000,25-39,.641,2-10,.200,24-32,.750,27-49,.551,67.1,8.3,37-100,.370
2158,-,So,6-3,Ta'Zir Smith,Robert Morris,Horz,29,Combo G,44.3,0.6,1.7,-1.5,-2.7,1.2,107.3,108.4,18.3,49.0,53.3,1.7,12.0,12.5,17.8,1.3,0.8,2.4,32.5,4.1,0-0,.000,29-56,.518,9-23,.391,39-51,.765,38-79,.481,49.7,8.4,26-78,.333
2159,-,Fr,5-11,Danny Carbuccia,Massachusetts,MAC,32,Pure PG,67.6,0.6,2.0,-2.6,-1.7,-0.9,102.3,112.8,18.4,45.9,45.2,0.8,7.0,38.2,20.9,3.2,0.3,2.0,30.3,3.4,0-0,.000,71-125,.568,5-29,.172,24-63,.381,76-154,.494,26.0,3.4,13-54,.241
2160,-,Sr,6-7,Jalen Cooper,Eastern Kentucky,ASun,23,Wing F,44.4,0.6,1.5,-2.5,-0.7,-1.8,106.3,115.0,18.6,54.6,56.2,9.5,23.2,7.5,20.2,0.6,3.3,2.1,35.7,2.9,19-19,1.000,59-84,.702,4-20,.200,31-50,.620,63-104,.606,25.7,3.9,9-36,.250
2161,-,Fr,6-4,Austin Williford,Saint Joseph's,A10,34,Wing G,65.6,0.6,2.9,0.4,-1.6,2.0,101.6,102.3,16.9,48.0,49.8,5.6,13.0,9.6,15.6,1.1,1.1,2.6,18.5,3.3,2-2,1.000,36-73,.493,11-36,.306,31-46,.674,47-109,.431,56.0,9.1,48-139,.345
2162,-,Sr,6-8,Maximus Nelson,Purdue Fort Wayne,Horz,29,Wing F,71.4,0.6,1.8,-2.6,-1.1,-1.5,111.7,116.2,12.8,54.5,56.5,2.0,12.7,4.6,9.2,1.4,0.7,1.3,13.2,2.9,0-0,.000,1-4,.250,2-4,.500,21-25,.840,3-8,.375,95.8,12.7,67-182,.368
2163,-,Sr,6-4,Mekhi Gray,Maine,AE,27,Combo G,58.7,0.6,2.0,-3.0,-1.7,-1.3,100.0,112.9,21.9,53.0,57.3,4.0,9.8,14.4,19.7,1.0,1.1,2.5,57.1,2.1,11-12,.917,66-108,.611,5-14,.357,72-104,.692,71-122,.582,33.0,5.1,17-60,.283
2164,-,Fr,6-8,Kendyl Sanders,Utah,B12,32,Wing F,49.9,0.6,1.7,-0.7,-1.3,0.6,105.1,109.3,13.5,55.4,54.0,4.2,13.6,5.8,14.9,1.0,1.9,1.6,22.5,4.7,4-4,1.000,27-49,.551,3-12,.250,12-31,.387,30-61,.492,55.8,7.0,31-77,.403
2165,-,Jr,6-11,Cyr Malonga,New Mexico St.,CUSA,21,C,18.9,0.6,0.9,-0.2,-1.1,0.9,118.6,110.6,13.6,65.6,64.9,9.8,11.6,2.5,17.7,0.3,3.8,1.1,93.8,5.0,10-10,1.000,20-27,.741,1-5,.200,18-30,.600,21-32,.656,0.0,0.0,0-0,.000
2166,-,Jr,6-6,Rontavious Blackshear,Youngstown St.,Horz,27,Wing G,32.4,0.6,1.1,-2.5,-1.7,-0.8,106.3,111.0,21.5,51.8,54.4,1.3,10.7,9.5,13.6,0.9,0.9,1.7,22.7,5.1,0-0,.000,12-14,.857,10-26,.385,24-32,.750,22-40,.550,71.6,15.6,34-101,.337
2167,-,Sr,6-6,Tim Moore,San Diego,WCC,29,Wing F,33.6,0.6,1.1,-3.0,-1.8,-1.1,102.8,112.2,19.5,46.0,50.5,5.5,14.2,3.7,10.0,0.6,5.3,1.7,33.1,4.1,17-21,.810,42-68,.618,4-13,.308,34-45,.756,46-81,.568,40.4,7.6,11-55,.200
2168,-,Fr,6-7,Jesse Mcintosh,South Dakota,Sum,18,Wing G,26.1,0.6,1.3,-1.0,-0.4,-0.6,103.3,113.0,21.3,45.2,50.8,3.3,19.4,15.6,14.5,1.5,0.9,2.0,30.5,3.1,0-0,.000,26-47,.553,2-10,.200,27-32,.844,28-57,.491,45.7,8.7,13-48,.271
2169,-,Sr,5-10,"Donald Whitehead, Jr.",UNC Greensboro,SC,32,Scoring PG,64.9,0.6,0.9,-5.1,-2.0,-3.0,101.8,124.3,21.4,43.8,48.0,1.2,5.3,16.8,11.3,2.3,0.1,1.5,36.8,2.8,0-0,.000,12-33,.364,40-89,.449,71-103,.689,52-122,.426,56.4,10.9,47-158,.297
2170,-,Jr,6-9,Marcus Overstreet,San Jose St.,MWC,25,C,19.9,0.6,0.8,-2.6,-1.3,-1.3,111.8,112.8,15.5,51.0,52.0,14.6,20.2,6.2,15.3,0.8,2.8,1.9,27.5,6.4,1-1,1.000,20-35,.571,6-16,.375,8-14,.571,26-51,.510,0.0,0.0,0-0,.000
2171,-,So,6-10,Chudi Dioramma,Arkansas St.,SB,24,C,30.3,0.6,1.4,-2.3,-2.1,-0.2,109.6,108.4,16.3,48.2,52.9,9.6,19.1,8.2,16.4,1.0,3.2,0.6,58.8,5.2,4-5,.800,38-73,.521,3-12,.250,33-50,.660,41-85,.482,0.0,0.0,0-0,.000
2172,-,Jr,6-3,Randall Pettus II,Elon,CAA,30,Combo G,68.0,0.6,1.7,-3.3,-1.8,-1.6,98.1,116.2,21.8,48.0,50.8,3.6,9.1,8.7,18.2,0.7,1.8,2.9,20.6,2.9,2-3,.667,35-64,.547,14-51,.275,46-61,.754,49-115,.426,61.1,12.9,62-181,.343
2173,-,Fr,6-6,Grant Polk,South Carolina,SEC,30,Wing G,30.0,0.6,1.1,-0.2,0.3,-0.5,111.6,109.8,14.0,51.5,53.7,4.9,5.5,2.0,7.6,0.6,0.5,1.1,10.9,2.4,1-1,1.000,10-13,.769,3-9,.333,10-11,.909,13-22,.591,78.2,12.0,26-79,.329
2174,-,Jr,6-1,Cam Cole,Navy,Pat,32,Combo G,47.1,0.6,1.9,-0.1,-2.2,2.1,111.0,104.7,16.7,54.0,58.3,1.4,10.0,15.3,18.5,1.7,2.8,2.9,42.3,4.5,2-2,1.000,21-37,.568,5-13,.385,44-58,.759,26-50,.520,63.5,8.7,32-87,.368
2175,-,Jr,6-6,Brent Moss,UTSA,Amer,27,Wing G,65.2,0.6,1.7,-1.4,-0.3,-1.1,98.3,115.9,19.3,44.0,46.3,4.4,12.9,7.0,11.0,1.0,1.5,3.1,15.0,2.5,7-9,.778,28-56,.500,19-61,.311,29-39,.744,47-117,.402,55.0,11.2,45-143,.315
2176,-,Jr,6-4,Josiah Sabino,Niagara,MAAC,28,Wing G,50.3,0.6,1.5,-3.5,-2.8,-0.7,102.6,113.5,20.0,49.3,56.2,5.4,22.6,9.3,18.9,0.7,2.8,2.4,36.7,4.1,2-2,1.000,54-92,.587,2-9,.222,50-55,.909,56-101,.554,32.7,5.3,12-49,.245
2177,-,Sr,5-10,Jack Campion,SIU Edwardsville,OVC,29,Pure PG,70.9,0.6,3.0,-0.3,-2.5,2.2,99.8,103.6,22.2,43.9,49.2,2.0,12.6,37.2,23.8,2.2,0.3,4.2,40.8,3.2,0-0,.000,40-85,.471,13-61,.213,61-84,.726,53-146,.363,29.1,4.4,25-60,.417
2178,-,Fr,6-8,Trey Simpson,Kennesaw St.,CUSA,32,PF/C,63.7,0.6,2.4,0.5,-0.4,0.8,106.6,107.5,14.7,51.0,53.5,4.2,15.6,4.0,15.6,0.5,5.6,1.6,29.5,2.9,8-11,.727,28-42,.667,10-22,.455,42-62,.677,38-64,.594,69.5,9.9,46-146,.315
2179,-,Sr,6-8,Sir Issac Herron,Louisiana Tech,CUSA,24,PF/C,24.6,0.6,1.3,0.5,-1.4,1.9,110.7,105.7,17.2,63.7,63.1,6.1,12.6,6.3,20.7,0.5,5.8,1.4,38.4,3.8,8-10,.800,33-47,.702,12-23,.522,16-28,.571,45-70,.643,4.1,0.6,1-3,.333
2180,-,Fr,6-10,Joshua Dalton,Loyola Marymount,WCC,28,Stretch 4,27.7,0.6,1.1,-0.9,-0.5,-0.4,114.9,108.0,13.7,55.5,57.6,5.5,15.2,7.4,13.5,1.2,0.3,0.7,24.7,2.9,5-5,1.000,11-16,.688,4-9,.444,13-18,.722,15-25,.600,65.8,8.1,17-48,.354
2181,-,So,6-10,Tristen Guillouette,Florida Gulf Coast,ASun,27,C,27.2,0.6,1.1,-0.8,-1.6,0.9,118.6,110.7,14.0,52.8,56.4,14.4,8.4,7.4,16.5,1.0,6.3,2.8,67.9,5.3,5-5,1.000,21-40,.525,7-13,.538,23-36,.639,28-53,.528,0.0,0.0,0-0,.000
2182,-,Fr,6-4,Zac Foster,Clemson,ACC,12,Combo G,15.9,0.6,2.1,-1.9,-3.0,1.1,95.6,101.5,26.3,38.7,43.9,2.7,15.6,26.2,15.6,2.0,1.8,1.4,26.2,5.7,5-6,.833,11-29,.379,2-8,.250,18-22,.818,13-37,.351,56.0,12.8,13-47,.277
2183,-,Fr,6-8,Thomas Bassong,Florida St.,ACC,33,Wing F,48.3,0.6,2.0,-1.5,-2.1,0.6,102.1,104.6,16.1,53.0,53.8,7.2,12.8,3.6,17.9,0.4,2.4,1.8,45.9,5.3,11-13,.846,57-92,.620,2-6,.333,37-68,.544,59-98,.602,33.8,4.4,13-50,.260
2184,-,Fr,7-0,Ian Platteeuw,Davidson,A10,30,PF/C,35.2,0.6,1.6,0.9,-0.9,1.8,99.2,103.2,21.4,47.2,47.1,11.5,16.5,24.2,22.3,1.6,2.3,2.3,29.6,3.9,7-8,.875,42-69,.609,6-29,.207,14-32,.438,48-98,.490,9.3,1.4,2-10,.200
2185,-,Fr,6-6,Jonah Butler,Stony Brook,CAA,28,Wing G,29.1,0.6,1.1,1.1,0.1,1.0,110.2,109.4,17.3,48.3,52.8,7.9,8.5,8.4,12.8,1.1,3.0,3.2,31.1,3.5,1-1,1.000,12-18,.667,9-18,.500,22-28,.786,21-36,.583,60.0,9.2,15-54,.278
2186,-,Jr,6-7,Kedrick Osby,New Orleans,Slnd,32,Wing F,41.3,0.6,1.0,-1.4,-0.2,-1.1,110.9,116.9,13.4,50.8,53.9,6.1,7.8,2.1,13.2,0.4,1.6,0.8,25.4,3.1,4-4,1.000,24-53,.453,9-22,.409,25-33,.758,33-75,.440,42.3,5.7,22-55,.400
2187,-,Fr,6-6,Zander Carter,Liberty,CUSA,31,Wing G,30.4,0.6,1.0,-1.4,-1.5,0.1,116.8,111.3,12.8,59.7,56.9,3.6,12.4,8.1,6.4,2.7,0.3,2.8,58.1,4.1,1-3,.333,21-32,.656,1-2,.500,16-36,.444,22-34,.647,45.2,4.6,10-28,.357
2188,-,Sr,6-4,Mak Manciel,Eastern Michigan,MAC,30,Wing G,31.2,0.6,1.0,-1.5,-0.7,-0.8,105.1,111.4,20.8,53.2,56.1,1.5,9.6,8.8,15.7,0.8,0.0,1.4,28.0,4.8,1-1,1.000,9-13,.692,5-14,.357,26-35,.743,14-27,.519,78.4,15.3,35-98,.357
2189,-,Fr,6-1,Gavin Hightower,South Florida,Amer,26,Pure PG,19.5,0.6,1.2,1.6,-1.7,3.3,103.4,98.7,23.4,53.5,57.3,3.8,13.1,30.6,27.5,1.5,0.0,4.2,59.7,5.6,0-0,.000,29-49,.592,8-18,.444,29-43,.674,37-67,.552,6.9,1.0,1-5,.200
2190,-,Jr,6-3,RJ Smith,DePaul,BE,32,Combo G,69.0,0.6,3.0,0.4,-1.3,1.7,102.9,103.6,14.3,46.1,49.3,1.7,8.7,16.5,15.8,2.3,1.2,1.3,22.7,2.5,0-0,.000,18-40,.450,16-34,.471,33-44,.750,34-74,.459,61.9,8.0,37-120,.308
2191,-,Sr,6-7,Kymany Houinsou,Loyola Chicago,A10,20,Wing G,38.3,0.6,1.6,-2.1,-2.1,-0.1,101.8,116.0,17.1,55.3,58.8,6.3,13.3,23.9,30.0,1.4,1.5,1.3,76.0,3.8,9-10,.900,29-48,.604,5-15,.333,37-57,.649,34-63,.540,16.0,1.4,5-12,.417
2192,-,So,6-9,Andre Pasha,New Haven,NEC,28,Stretch 4,82.1,0.6,2.6,-1.4,-1.2,-0.2,100.3,111.9,19.6,51.1,53.2,3.1,16.2,12.2,15.0,1.2,2.6,1.6,12.3,2.4,0-0,.000,36-61,.590,43-98,.439,28-33,.848,79-159,.497,40.9,7.5,39-110,.355
2193,-,Fr,6-3,Taj Glover,Sacramento St.,BSky,26,Combo G,32.6,0.6,0.8,-2.7,-1.5,-1.2,108.4,117.7,17.0,41.9,51.1,2.0,10.4,16.9,9.7,3.0,0.6,1.5,69.8,3.5,0-0,.000,20-33,.606,4-20,.200,45-60,.750,24-53,.453,38.4,5.0,8-33,.242
2194,-,So,6-4,Bahsil Laster,UT Arlington,WAC,30,Wing G,47.7,0.6,2.0,-2.0,-2.5,0.5,98.1,104.2,22.0,37.0,52.5,4.6,12.2,10.1,22.2,0.7,0.8,1.8,107.6,3.1,3-6,.500,31-71,.437,7-21,.333,111-141,.787,38-92,.413,29.8,4.0,7-39,.179
2195,-,Jr,6-2,D'Aundre Samuels,Houston Christian,Slnd,30,Combo G,55.9,0.6,1.7,-1.5,-1.0,-0.5,96.6,112.2,23.6,48.1,50.9,2.5,16.2,20.4,19.8,1.2,1.7,2.6,19.2,3.0,1-1,1.000,29-51,.569,28-71,.394,35-45,.778,57-122,.467,47.9,10.3,37-112,.330
2196,-,So,6-7,Kavien Jones,Tennessee St.,OVC,27,PF/C,23.8,0.6,0.7,-4.2,-2.1,-2.0,124.2,115.1,11.6,58.8,57.9,11.0,15.8,2.4,10.2,0.7,1.6,1.0,15.8,6.0,1-1,1.000,27-42,.643,5-11,.455,4-9,.444,32-53,.604,7.0,0.8,1-4,.250
2197,-,Jr,6-4,Jamari McDowell,Kansas,B12,35,Combo G,42.9,0.6,2.2,2.3,-1.2,3.4,107.7,97.6,10.8,51.0,52.5,1.4,7.9,10.7,15.2,2.3,0.9,1.5,24.0,3.3,1-1,1.000,3-7,.429,3-7,.429,15-24,.625,6-14,.429,86.0,8.3,30-86,.349
2198,-,So,6-5,Shey Eberwein,South Dakota,Sum,11,Combo G,17.8,0.6,1.1,-3.6,-1.9,-1.7,98.8,117.4,23.2,47.3,54.6,4.4,8.1,17.6,22.9,1.0,0.0,2.1,75.0,2.9,5-7,.714,18-32,.563,4-11,.364,30-42,.714,22-43,.512,23.2,3.4,3-13,.231
2199,-,Fr,6-5,Chandler Bing,Vanderbilt,SEC,36,Wing G,36.8,0.6,1.5,0.8,0.0,0.7,108.7,104.5,12.9,53.9,56.7,6.0,6.3,4.4,18.1,0.7,1.7,1.1,57.8,3.8,7-8,.875,30-45,.667,2-7,.286,33-52,.635,32-52,.615,42.2,4.0,11-38,.289
2200,-,Jr,6-3,Isaiah Kerr,Hawaii,BW,30,Wing G,49.4,0.6,2.3,0.0,-1.6,1.6,106.0,102.4,16.4,49.4,53.0,2.8,10.4,11.4,15.8,1.4,1.4,1.8,36.3,3.4,1-1,1.000,40-67,.597,3-9,.333,41-58,.707,43-76,.566,52.5,7.5,24-84,.286
2201,-,So,6-11,Evan Otten,Idaho St.,BSky,30,PF/C,36.1,0.5,1.3,-2.8,-4.8,2.0,106.2,109.2,18.5,55.0,57.1,9.8,22.2,4.2,19.5,0.3,13.3,0.7,52.5,8.9,8-8,1.000,34-47,.723,20-53,.377,33-53,.623,54-100,.540,1.0,0.1,1-1,1.000
2202,-,Jr,6-1,Troy Cicero Jr.,Loyola MD,Pat,30,Combo G,33.7,0.5,0.8,-0.8,0.2,-0.9,107.7,116.6,20.1,49.3,51.4,3.8,15.2,10.6,9.9,1.4,0.3,3.4,15.0,2.8,1-1,1.000,10-24,.417,4-14,.286,17-22,.773,14-38,.368,74.1,15.5,39-109,.358
2203,-,Sr,6-6,Freddy Hicks,Tarleton St.,WAC,22,Wing G,53.1,0.5,2.5,-1.7,-2.2,0.5,95.9,107.5,19.8,40.1,50.0,5.3,14.4,11.4,20.4,1.1,2.5,2.8,88.2,5.1,0-0,.000,24-64,.375,20-50,.400,84-120,.700,44-114,.386,16.2,2.1,7-22,.318
2204,-,Sr,6-11,Federiko Federiko,Texas A&M,SEC,31,C,19.3,0.5,1.0,1.8,-1.4,3.2,122.0,98.7,11.8,60.0,56.8,10.6,13.4,8.3,12.3,2.0,5.5,2.5,91.4,7.0,14-17,.824,21-34,.618,0-1,.000,15-32,.469,21-35,.600,0.0,0.0,0-0,.000
2205,-,Fr,6-4,Martins Kilups,Oral Roberts,Sum,29,Wing G,42.7,0.5,1.0,-3.8,-2.7,-1.2,118.2,118.5,10.9,59.2,57.8,5.1,9.0,7.8,12.3,1.4,0.2,1.2,15.2,5.3,1-1,1.000,20-31,.645,0-0,.000,5-14,.357,20-31,.645,66.3,6.8,23-61,.377
2206,-,Fr,6-6,Jaquan Womack,Towson,CAA,30,Wing F,44.7,0.5,2.1,-0.3,-1.5,1.1,99.8,102.7,21.3,44.4,46.6,7.5,15.2,5.5,13.8,0.6,2.7,2.3,24.6,3.7,3-3,1.000,42-83,.506,10-32,.313,30-48,.625,52-115,.452,41.0,8.7,23-80,.287
2207,-,Jr,6-2,Nasir Muhammad,Albany,AE,12,Scoring PG,18.7,0.5,1.1,-5.9,-1.7,-4.2,97.3,117.2,24.8,40.3,43.2,0.6,10.8,19.6,11.3,3.2,0.0,2.0,17.2,2.8,0-0,.000,3-14,.214,9-23,.391,12-16,.750,12-37,.324,60.2,15.7,17-56,.304
2208,-,Sr,6-5,Devin Haid,South Florida,Amer,22,Wing G,15.6,0.5,1.0,1.7,-0.1,1.7,116.3,102.9,15.4,42.1,48.3,8.1,12.8,13.3,11.8,2.7,1.0,2.9,26.3,3.6,1-2,.500,11-24,.458,1-3,.333,14-15,.933,12-27,.444,52.6,7.8,8-30,.267
2209,-,Sr,6-1,Sterling Young,Indiana St.,MVC,28,Combo G,53.9,0.5,1.6,-3.9,-1.8,-2.1,94.6,113.9,23.4,48.0,50.7,2.0,5.2,15.0,17.7,1.1,0.2,1.4,14.2,2.8,0-0,.000,51-98,.520,3-22,.136,31-36,.861,54-120,.450,52.6,11.7,45-133,.338
2210,-,Fr,6-8,Chase Thompson,Clemson,ACC,35,Wing F,22.3,0.5,1.1,2.9,0.7,2.3,117.9,99.8,12.5,62.3,63.7,4.6,10.7,5.9,17.1,0.9,1.7,1.4,35.8,2.4,4-4,1.000,15-23,.652,3-5,.600,13-19,.684,18-28,.643,47.2,4.9,10-25,.400
2211,-,Jr,6-4,Trey Fort,Michigan St.,B10,33,Wing G,24.0,0.5,1.4,1.6,-0.3,1.9,101.5,95.6,20.9,46.2,49.1,2.2,12.2,10.8,16.0,1.1,2.7,1.4,13.7,3.1,2-3,.667,6-17,.353,11-30,.367,16-18,.889,17-47,.362,64.1,14.8,29-84,.345
2212,-,Jr,6-3,Tyler Isaak,Montana,BSky,30,Combo G,55.1,0.5,1.9,-1.4,-2.2,0.8,108.4,109.9,14.6,49.6,56.3,1.4,11.8,15.8,17.5,2.4,0.5,1.6,42.4,3.6,1-1,1.000,25-45,.556,1-8,.125,45-53,.849,26-53,.491,57.6,6.1,24-72,.333
2213,-,So,6-6,Khalon Hudson,Presbyterian,BSth,29,Wing F,25.8,0.5,0.9,-0.4,-0.7,0.3,117.0,110.3,15.3,52.1,58.0,9.2,13.9,3.7,13.8,0.7,0.7,2.7,35.7,4.1,2-2,1.000,21-28,.750,11-23,.478,22-25,.880,32-51,.627,27.1,3.7,3-19,.158
2214,-,Sr,6-1,Reggie Thomas,North Dakota,Sum,29,Wing G,30.3,0.5,0.9,-1.0,-0.9,-0.1,113.8,114.3,14.9,53.2,54.0,5.3,10.2,8.3,10.0,2.5,2.3,3.0,23.2,5.0,0-0,.000,20-33,.606,2-10,.200,13-22,.591,22-43,.512,54.7,7.7,19-52,.365
2215,-,Jr,6-7,Damarien Yates,Alabama St.,SWAC,31,Wing F,42.1,0.5,1.5,1.2,-0.0,1.2,103.9,108.7,19.4,52.9,55.3,6.4,18.0,7.1,18.9,0.6,2.7,3.9,31.8,3.9,4-6,.667,30-50,.600,11-25,.440,34-50,.680,41-75,.547,52.2,8.8,28-82,.341
2216,-,So,6-9,Kenneth Chime,West Georgia,ASun,30,C,50.3,0.5,1.8,-1.6,-2.6,1.0,115.3,109.3,13.7,58.6,56.7,13.6,18.5,3.1,15.0,0.5,8.3,1.8,40.5,5.8,15-17,.882,56-87,.644,9-24,.375,20-45,.444,65-111,.586,0.0,0.0,0-0,.000
2217,-,Jr,6-6,Wilguens Jr. Exacte,Drake,MVC,16,Stretch 4,24.2,0.5,1.5,-2.9,-1.9,-1.0,96.0,112.4,23.6,41.8,46.1,6.2,17.6,16.5,15.2,1.1,2.3,0.9,35.6,3.6,2-2,1.000,24-42,.571,6-20,.300,25-37,.676,30-62,.484,40.4,7.9,9-42,.214
2218,-,Fr,6-10,Gasper Kocevar,Fresno St.,MWC,25,Wing F,26.9,0.5,1.4,1.4,-0.8,2.2,111.7,104.3,13.2,64.6,62.7,6.7,11.9,8.8,21.0,1.1,3.2,1.6,72.9,3.2,6-7,.857,25-37,.676,0-3,.000,19-35,.543,25-40,.625,16.7,1.4,4-8,.500
2219,-,Sr,6-8,Cole Hargrove,Providence,BE,29,C,27.9,0.5,1.2,-0.5,-2.2,1.7,115.9,108.3,9.4,51.4,56.0,11.0,13.1,5.5,21.7,1.0,4.8,1.0,68.6,7.2,7-9,.778,15-24,.625,3-7,.429,16-24,.667,18-31,.581,11.4,0.6,0-4,.000
2220,-,Jr,6-2,Jo Van Buggenhout,Indiana St.,MVC,25,Scoring PG,43.0,0.5,1.6,-1.7,-1.1,-0.6,98.7,112.5,20.0,49.0,50.7,1.8,9.3,27.7,21.6,2.0,0.2,1.8,18.8,2.0,0-0,.000,18-25,.720,18-42,.429,18-27,.667,36-67,.537,53.5,8.5,23-77,.299
2221,-,So,6-7,Fraser Roxburgh,Manhattan,MAAC,31,Stretch 4,76.3,0.5,1.2,-4.7,-1.6,-3.1,100.7,122.6,18.8,51.0,52.6,3.7,17.5,7.8,16.0,0.7,1.7,1.0,12.5,2.6,5-5,1.000,66-116,.569,27-57,.474,29-38,.763,93-173,.538,42.9,8.0,41-130,.315
2222,-,Fr,6-7,Austin Goode,Cal Poly,BW,30,Wing F,38.9,0.5,1.0,-2.3,-1.5,-0.9,107.2,115.6,15.4,50.7,52.1,6.2,9.9,9.8,15.5,1.2,1.1,1.4,12.5,5.7,6-6,1.000,32-52,.615,1-7,.143,12-17,.706,33-59,.559,56.6,8.4,24-77,.312
2223,-,Sr,6-11,Isaiah Cottrell,Southern Utah,WAC,29,PF/C,65.7,0.5,1.9,-2.0,-1.7,-0.3,96.8,113.3,19.5,43.7,48.2,6.0,18.3,9.7,16.2,1.0,4.7,1.2,39.4,2.7,21-29,.724,68-120,.567,12-49,.245,60-87,.690,80-169,.473,23.5,3.8,11-52,.212
2224,-,Jr,6-9,Seth Joba,Idaho,BSky,33,PF/C,42.0,0.5,1.6,-1.3,-1.9,0.6,111.6,106.5,14.5,57.4,58.5,6.0,17.0,4.0,16.5,0.6,4.1,0.7,18.8,5.5,6-7,.857,24-34,.706,6-13,.462,16-24,.667,30-47,.638,63.3,8.4,29-81,.358
2225,-,Sr,6-10,Daniel Helterhoff,Rider,MAAC,23,C,18.9,0.5,0.3,-6.4,-2.6,-3.8,108.7,124.7,20.3,57.1,63.2,6.4,14.4,7.5,22.6,0.5,0.5,0.0,71.4,4.3,0-0,.000,24-32,.750,4-13,.308,27-35,.771,28-45,.622,8.2,1.1,0-4,.000
2226,-,Sr,6-9,Gestin Liberis,Saint Francis,NEC,29,PF/C,59.9,0.5,0.8,-7.5,-4.0,-3.6,104.6,125.3,17.3,53.5,57.4,10.3,13.9,8.2,21.8,0.6,2.0,0.7,82.7,5.4,11-11,1.000,55-88,.625,10-28,.357,67-105,.638,65-116,.560,8.7,0.9,2-11,.182
2227,-,Sr,6-5,Valentino Simon,Nebraska Omaha,Sum,26,PF/C,27.2,0.5,0.8,-3.4,-2.1,-1.3,113.3,115.8,16.0,49.1,54.4,11.0,14.0,8.4,13.8,1.3,5.1,0.4,92.5,4.4,2-2,1.000,20-36,.556,6-14,.429,31-49,.633,26-50,.520,5.7,0.6,0-3,.000
2228,-,Sr,6-4,George Beale Jr.,UCF,B12,25,Wing G,15.5,0.5,0.7,-1.6,-0.4,-1.2,104.3,108.0,21.5,43.8,47.7,1.6,11.2,6.6,9.0,1.1,1.1,0.8,20.2,4.1,0-0,.000,3-6,.500,6-23,.261,15-18,.833,9-29,.310,67.4,16.5,20-60,.333
