Rk,Pick,YR,HT,PLAYER,TEAM,CONF,G,ROLE,MIN_PCT,PRPG,D_PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A_TO,BLK,STL,FTR,FC40,DUNKS_MADE_ATT,DUNKS_PCT,CLOSE_2_MADE_ATT,CLOSE_2_PCT,FAR_2_MADE_ATT,FAR_2_PCT,FT_MADE_ATT,FT_PCT,2P_MADE_ATT,2P_PCT,3PR,3P_PER_100,3P_MADE_ATT,3P_PCT
2702,-,Sr,6-5,Vukasin Masic,San Francisco,WCC,32,Combo G,53.5,0.1,1.5,-3.2,-1.8,-1.5,98.0,113.9,15.5,47.0,48.6,0.7,8.0,16.3,19.1,2.0,0.3,0.5,13.8,1.6,0-0,.000,21-34,.618,11-25,.440,16-23,.696,32-59,.542,64.7,9.4,31-108,.287
2703,-,Jr,6-7,Todd Brogna,Merrimack,MAAC,34,Stretch 4,72.2,0.1,2.8,-0.4,-2.2,1.8,102.5,106.5,14.6,51.6,53.0,4.7,14.4,17.3,21.7,1.6,4.7,2.0,13.0,4.7,1-1,1.000,26-49,.531,0-4,.000,17-24,.708,26-53,.491,71.2,8.3,46-131,.351
2704,-,Jr,6-6,Bryan Akanmu,Wagner,NEC,28,PF/C,50.5,0.1,1.2,-5.3,-4.0,-1.3,97.1,117.1,20.1,46.4,48.9,8.9,13.6,15.6,22.3,0.9,0.4,1.6,24.5,4.9,0-0,.000,42-87,.483,28-59,.475,25-37,.676,70-146,.479,3.3,0.5,0-5,.000
2705,-,Jr,6-5,John Broom,South Alabama,SB,29,Stretch 4,33.2,0.1,1.2,-1.6,-2.1,0.5,115.7,109.3,8.4,50.9,51.5,6.0,14.0,4.9,10.4,2.0,3.2,2.2,5.7,2.4,0-0,.000,10-17,.588,2-4,.500,2-3,.667,12-21,.571,60.4,4.6,10-32,.313
2706,-,So,6-8,Edouard Benoit,Lehigh,Pat,23,Stretch 4,48.8,0.1,2.2,-5.3,-3.6,-1.7,96.6,111.8,21.0,47.2,52.2,4.6,20.8,7.5,17.7,0.6,0.8,1.2,31.3,3.5,1-2,.500,34-64,.531,13-38,.342,50-61,.820,47-102,.461,47.7,8.4,30-93,.323
2707,-,Fr,6-5,Jerry Easter II,USC,B10,28,Wing G,38.5,0.1,1.9,0.0,-1.4,1.4,97.4,102.3,14.7,43.8,49.0,4.2,15.3,9.6,18.9,1.2,1.8,1.6,37.1,2.3,1-1,1.000,22-45,.489,18-43,.419,29-39,.744,40-88,.455,16.2,2.0,4-17,.235
2708,-,Fr,6-2,Amir Jenkins,West Virginia,B12,32,Scoring PG,36.1,0.1,2.1,-0.5,-3.6,3.1,94.5,97.1,17.4,37.3,40.8,2.3,13.5,23.6,15.9,2.8,0.0,2.4,47.3,3.7,0-0,.000,13-37,.351,16-45,.356,28-52,.538,29-82,.354,25.5,3.4,8-28,.286
2709,-,So,6-9,CJ Happy,Princeton,Ivy,24,Stretch 4,39.3,0.1,1.4,-4.4,-3.0,-1.4,91.1,112.9,24.1,46.8,46.3,5.1,11.3,20.6,18.6,1.2,1.9,1.4,15.6,5.1,3-4,.750,30-53,.566,6-24,.250,9-24,.375,36-77,.468,50.0,10.8,24-77,.312
2710,-,Sr,6-11,Leeroy Odiahi,Western Kentucky,CUSA,28,C,23.6,0.1,0.9,-4.2,-5.6,1.5,113.0,109.3,9.5,64.7,69.4,3.6,7.0,1.3,24.8,0.2,3.9,1.2,61.8,7.8,15-18,.833,20-25,.800,2-9,.222,17-21,.810,22-34,.647,0.0,0.0,0-0,.000
2711,-,Jr,6-3,Cahmai Crosby,North Texas,Amer,31,Wing G,22.3,0.1,0.8,-4.2,-3.1,-1.2,103.8,107.3,14.5,46.8,47.6,3.9,8.0,5.7,10.3,1.4,0.0,0.9,10.4,4.7,0-0,.000,3-5,.600,0-7,.000,5-8,.625,3-12,.250,84.4,13.9,22-65,.338
2712,-,Jr,6-5,Hussain Williams,Coppin St.,MEAC,30,Wing G,48.8,0.1,0.7,-4.6,-2.3,-2.3,96.4,124.4,20.6,43.6,47.5,3.3,10.8,9.5,13.3,0.8,1.3,1.9,29.6,3.2,6-6,1.000,23-37,.622,13-37,.351,43-60,.717,36-74,.486,63.5,12.7,35-129,.271
2713,-,Sr,6-9,Louie Jordan,Radford,BSth,26,Stretch 4,23.7,0.1,0.6,-3.6,-2.0,-1.6,104.4,116.7,16.0,53.6,54.4,3.1,10.4,2.7,14.7,0.6,2.0,0.8,18.1,6.3,0-0,.000,4-7,.571,0-1,.000,9-15,.600,4-8,.500,90.4,14.7,27-75,.360
2714,-,Sr,6-10,Michael Folarin,East Texas A&M,Slnd,19,C,19.8,0.1,1.0,-6.1,-4.4,-1.7,94.5,111.9,20.5,44.4,50.4,11.0,19.7,6.9,20.3,0.6,3.2,0.5,75.9,5.1,11-13,.846,21-38,.553,3-14,.214,26-41,.634,24-52,.462,3.7,0.5,0-2,.000
2715,-,Jr,6-6,Christian Meeks,Morgan St.,MEAC,27,Wing F,71.9,0.1,1.2,-5.5,-3.4,-2.2,110.2,122.7,11.2,55.4,57.5,9.3,12.9,4.5,18.7,0.8,0.7,1.1,70.3,4.8,3-4,.750,53-89,.596,0-3,.000,43-71,.606,53-92,.576,8.9,0.7,2-9,.222
2716,-,Sr,6-2,Cam Haffner,Western Kentucky,CUSA,26,Combo G,27.1,0.1,1.0,-2.2,-1.6,-0.5,101.5,110.9,15.9,46.8,48.5,0.6,10.1,7.7,10.7,1.4,0.0,1.4,6.4,2.9,0-0,.000,4-10,.400,5-10,.500,7-7,1.000,9-20,.450,81.7,15.2,28-89,.315
2717,-,Sr,6-6,Isaiah Griffin,Western Illinois,OVC,28,Wing G,71.7,0.1,0.9,-6.1,-3.0,-3.2,93.2,125.7,22.5,41.2,47.6,3.0,10.2,8.7,15.1,0.7,0.3,1.4,47.1,2.5,0-0,.000,38-74,.514,31-101,.307,87-120,.725,69-175,.394,31.4,5.9,24-80,.300
2718,-,Jr,6-8,Khali Horton,Coppin St.,MEAC,30,Wing F,49.5,0.1,0.7,-4.6,-2.1,-2.5,97.7,124.5,19.4,45.1,49.1,2.1,10.7,9.5,14.4,0.9,1.3,1.8,30.7,3.4,2-2,1.000,8-24,.333,14-47,.298,43-59,.729,22-71,.310,63.0,11.7,43-121,.355
2719,-,So,6-9,Davis Bynum,Rider,MAAC,27,PF/C,46.3,0.1,1.0,-5.8,-3.4,-2.4,95.1,119.8,19.7,42.4,46.1,8.0,13.9,5.6,14.9,0.5,3.6,1.6,26.6,3.2,0-0,.000,34-62,.548,30-87,.345,30-42,.714,64-149,.430,5.7,1.1,2-9,.222
2720,-,Jr,6-6,Anthony Finkley,Saint Joseph's,A10,34,Wing G,47.6,0.1,1.8,-2.8,-3.0,0.1,93.6,106.4,19.3,38.1,46.0,4.8,13.2,15.8,21.6,1.2,1.2,0.6,43.3,3.6,3-5,.600,13-38,.342,3-20,.150,57-71,.803,16-58,.276,64.6,9.6,31-106,.292
2721,-,Fr,6-10,Salih Altuntas,Miami FL,ACC,32,C,18.0,0.1,1.0,-1.6,-4.5,2.9,106.7,96.9,11.4,65.7,61.0,9.5,19.7,2.4,24.0,0.3,6.1,1.6,45.7,8.6,5-5,1.000,18-27,.667,5-8,.625,6-16,.375,23-35,.657,0.0,0.0,0-0,.000
2722,-,Fr,6-8,Aidan Haskins,Hampton,CAA,28,Wing F,23.1,0.1,0.6,-2.8,-1.4,-1.4,109.1,117.0,11.8,43.2,43.3,3.5,10.2,11.5,3.7,3.6,0.0,0.7,3.0,3.1,0-0,.000,1-5,.200,2-13,.154,1-2,.500,3-18,.167,72.7,10.4,17-48,.354
2723,-,Sr,6-5,Curt Lewis,Southern Miss,SB,33,Wing G,58.7,0.1,1.7,-1.1,-1.1,0.0,108.4,113.1,11.0,51.6,52.1,2.2,8.3,5.3,12.7,1.2,1.4,1.6,11.9,2.5,1-1,1.000,6-14,.429,3-13,.231,11-19,.579,9-27,.333,83.1,9.7,49-133,.368
2724,-,Sr,6-3,Damon Strand,La Salle,A10,21,Combo G,16.5,0.1,0.7,-2.3,-2.1,-0.2,99.2,112.9,15.2,43.1,46.6,1.1,6.5,8.1,11.5,1.7,0.6,2.4,15.5,2.7,1-1,1.000,2-5,.400,5-13,.385,8-9,.889,7-18,.389,69.0,11.7,12-40,.300
2725,-,Jr,6-3,Jaden Kempson,Albany,AE,21,Combo G,58.4,0.1,2.0,-4.3,-2.6,-1.7,93.7,116.2,22.2,42.9,45.7,3.4,13.3,15.8,17.9,1.4,2.1,2.6,35.1,2.6,1-1,1.000,46-101,.455,13-40,.325,44-74,.595,59-141,.418,33.2,6.3,21-70,.300
2726,-,So,6-4,Omar Adegbola,Northwestern St.,Slnd,19,Wing G,21.5,0.1,1.1,-4.4,-3.2,-1.2,93.2,111.0,20.6,41.0,49.0,4.8,11.3,5.0,17.2,0.7,0.0,3.3,43.1,3.5,0-0,.000,11-31,.355,5-13,.385,26-31,.839,16-44,.364,38.9,6.6,9-28,.321
2727,-,So,6-8,Aiden Miller,IU Indy,Horz,27,PF/C,33.5,0.1,1.0,-4.2,-2.1,-2.1,100.8,115.9,17.1,47.3,48.9,8.7,22.0,8.2,16.3,1.3,1.6,2.2,23.9,5.5,0-0,.000,8-17,.471,5-8,.625,16-27,.593,13-25,.520,77.9,11.7,27-88,.307
2728,-,Fr,6-3,"Mario Tatum, Jr.",VMI,SC,29,Combo G,65.8,0.1,0.4,-7.6,-3.6,-4.0,100.7,129.8,17.9,42.9,46.5,3.2,5.4,11.6,7.8,2.3,0.5,1.3,34.6,2.7,0-0,.000,49-102,.480,11-25,.440,49-75,.653,60-127,.472,41.5,7.0,22-90,.244
2729,-,Fr,6-2,DJ Stickman,Fresno St.,MWC,20,Combo G,23.1,0.1,1.8,1.3,-2.7,3.9,99.8,98.7,15.3,60.0,64.2,3.3,15.8,15.8,32.9,1.0,1.3,4.0,72.5,3.8,1-1,1.000,18-27,.667,0-5,.000,21-29,.724,18-32,.563,20.0,1.6,4-8,.500
2730,-,Sr,6-3,Nakyel Shelton,Loyola Marymount,WCC,27,Wing G,18.0,0.1,0.7,-3.3,-2.9,-0.3,103.6,109.1,14.1,51.1,55.9,2.6,7.0,5.6,18.4,0.9,1.4,1.0,29.8,4.6,0-0,.000,7-10,.700,2-11,.182,12-14,.857,9-21,.429,55.3,6.7,10-26,.385
2731,-,Jr,6-9,Jimmy Oladokun Jr.,Rice,Amer,29,C,42.2,0.1,1.3,-3.9,-2.6,-1.3,97.1,112.7,17.3,45.1,41.4,14.9,15.4,6.8,11.8,1.0,4.6,1.1,54.9,5.5,9-9,1.000,38-74,.514,13-39,.333,16-62,.258,51-113,.451,0.0,0.0,0-0,.000
2732,-,Jr,6-3,JB Frankel,Northeastern,CAA,30,Combo G,49.9,0.1,1.1,-4.5,-2.6,-1.9,97.7,119.5,17.9,42.9,45.7,3.1,8.6,15.6,14.4,2.0,0.2,2.4,13.7,3.6,0-0,.000,13-21,.619,16-51,.314,21-25,.840,29-72,.403,60.7,10.2,33-111,.297
2733,-,Jr,6-6,Ryan Agarwal,Stanford,ACC,32,Wing F,54.2,0.1,2.4,-1.6,-1.6,0.0,94.7,103.5,15.9,46.0,47.5,3.7,18.5,6.4,19.1,0.7,1.2,1.6,12.2,2.7,1-2,.500,22-55,.400,8-25,.320,16-23,.696,30-80,.375,57.7,9.0,38-109,.349
2734,-,Sr,6-6,AJ Hopkins,Tennessee Martin,OVC,27,Wing G,22.3,0.1,1.1,-1.5,-3.0,1.4,106.0,101.9,14.5,45.6,49.6,3.4,14.7,6.1,13.9,1.1,3.6,2.7,23.5,3.9,0-0,.000,4-7,.571,0-3,.000,13-16,.813,4-10,.400,85.3,13.0,18-58,.310
2735,-,Sr,6-7,Myles Thompson,SIU Edwardsville,OVC,8,Wing F,19.6,0.1,3.1,-4.3,-3.5,-0.9,93.9,102.9,23.3,47.9,49.6,6.1,17.6,10.3,18.1,0.7,0.5,1.3,50.0,3.1,0-0,.000,14-28,.500,15-28,.536,19-35,.543,29-56,.518,20.0,3.7,3-14,.214
2736,-,Fr,6-8,David Jevtic,Fairleigh Dickinson,NEC,28,Wing F,50.7,0.1,1.1,-3.7,-1.3,-2.3,97.0,119.8,19.3,49.1,51.1,4.4,15.4,12.4,20.7,0.9,0.6,1.3,29.1,2.7,1-1,1.000,22-38,.579,12-34,.353,29-46,.630,34-72,.472,54.4,9.1,29-86,.337
2737,-,Sr,6-4,Josh Meo,Winthrop,BSth,31,Wing G,44.8,0.1,1.3,-4.6,-2.9,-1.7,100.6,114.2,16.4,41.7,47.0,3.1,10.9,8.0,12.7,1.5,0.0,1.2,44.4,2.9,0-2,.000,24-58,.414,6-20,.300,46-67,.687,30-78,.385,48.3,7.3,22-73,.301
2738,-,Fr,6-1,Jordan Lowery,UT Arlington,WAC,30,Combo G,38.0,0.1,1.5,-2.3,-3.5,1.1,96.7,105.1,17.8,43.0,48.1,1.6,8.2,16.3,20.5,1.3,0.2,2.2,28.1,3.5,0-0,.000,17-30,.567,8-30,.267,28-34,.824,25-60,.417,50.4,7.9,18-61,.295
2739,-,Jr,6-7,Jaylen Thompson,Stanford,ACC,20,Wing F,16.8,0.1,1.1,-1.9,-2.3,0.4,103.5,105.9,11.5,50.0,50.6,4.1,8.9,4.9,16.1,0.9,2.0,1.8,6.8,4.1,2-3,.667,11-18,.611,5-7,.714,2-3,.667,16-25,.640,43.2,5.0,4-19,.211
2740,-,Jr,6-2,Eric Acker,La Salle,A10,25,Scoring PG,37.8,0.1,1.3,-1.9,-1.1,-0.9,92.4,114.4,19.1,46.6,49.0,1.2,7.3,18.8,22.8,1.2,0.5,1.9,22.0,1.4,3-3,1.000,13-34,.382,20-45,.444,20-29,.690,33-79,.418,40.2,6.8,19-53,.358
2741,-,Jr,6-5,Rory Hawke,Saint Mary's,WCC,31,Wing G,25.8,0.1,1.3,-1.6,-3.6,2.0,102.9,99.7,12.3,54.7,58.8,2.6,9.4,5.8,25.5,0.6,0.3,1.3,39.6,4.0,2-2,1.000,21-31,.677,2-4,.500,16-21,.762,23-35,.657,34.0,3.3,4-18,.222
2742,-,So,6-10,Lase Olalere,Charleston Southern,BSth,29,C,39.6,0.1,1.5,-2.6,-4.6,2.0,102.9,107.8,15.8,65.9,62.4,8.4,16.7,8.1,27.0,0.6,8.8,0.7,61.2,7.6,22-24,.917,53-77,.688,3-8,.375,25-52,.481,56-85,.659,0.0,0.0,0-0,.000
2743,-,Fr,6-10,Ayomi Odetoyinbo,Colgate,Pat,31,C,26.2,0.1,0.9,-2.1,-4.0,1.9,111.9,108.4,10.8,56.3,56.4,8.5,16.9,3.5,16.7,0.7,12.8,0.9,22.9,6.2,15-16,.938,23-34,.676,4-13,.308,6-11,.545,27-47,.574,2.1,0.2,0-1,.000
2744,-,So,6-4,Grant Kepley,Montana,BSky,25,Scoring PG,46.8,0.1,1.9,-4.0,-3.9,-0.1,94.3,110.2,20.1,46.8,52.0,1.4,11.6,22.3,24.4,1.5,0.2,1.6,55.2,4.6,0-0,.000,18-36,.500,18-43,.419,47-69,.681,36-79,.456,36.8,4.6,15-46,.326
2745,-,Sr,6-11,Jorge Moreno,Southern Illinois,MVC,24,C,20.6,0.1,1.3,-1.2,-3.1,1.9,101.1,99.6,15.7,64.3,60.6,10.3,18.9,7.4,26.7,0.6,3.6,1.3,66.7,4.9,0-0,.000,20-28,.714,7-14,.500,13-28,.464,27-42,.643,0.0,0.0,0-0,.000
2746,-,Sr,7-1,Brandon Lieb,Illinois St.,MVC,35,C,31.0,0.1,1.7,0.7,-3.3,3.9,99.8,94.8,15.8,51.3,53.0,8.3,27.9,9.4,23.1,0.9,7.5,0.8,42.5,5.0,10-12,.833,32-54,.593,9-26,.346,20-34,.588,41-80,.512,0.0,0.0,0-0,.000
2747,-,Sr,6-2,Jaden Baker,Wagner,NEC,21,Combo G,57.9,0.1,1.7,-4.5,-2.2,-2.2,96.2,118.6,19.3,45.5,48.4,1.6,11.5,17.5,20.7,1.5,1.2,1.0,18.6,2.1,1-1,1.000,31-87,.356,8-20,.400,27-35,.771,39-107,.364,43.1,7.5,31-81,.383
2748,-,So,6-9,Caedin Hamilton,Marquette,BE,32,C,32.0,0.1,1.5,-2.1,-3.9,1.8,95.5,101.2,15.9,42.3,47.9,10.0,14.9,8.3,22.5,0.8,3.2,1.9,51.3,5.5,4-4,1.000,28-61,.459,5-15,.333,27-40,.675,33-76,.434,2.6,0.3,0-2,.000
2749,-,Jr,6-7,Hassane Diallo,Prairie View A&M,SWAC,26,PF/C,20.7,0.1,0.8,-4.3,-4.2,-0.1,102.0,111.6,17.2,50.0,53.6,12.3,18.9,4.8,19.9,0.4,7.0,1.2,88.0,6.0,1-3,.333,22-44,.500,3-6,.500,26-44,.591,25-50,.500,0.0,0.0,0-0,.000
2750,-,So,6-2,Chiante Tramble,Southern Miss,SB,33,Combo G,30.8,0.1,0.9,-2.8,-2.5,-0.3,101.6,112.6,15.8,49.5,52.7,1.7,8.5,12.2,20.3,1.2,0.3,2.0,22.8,3.8,0-0,.000,12-21,.571,5-18,.278,18-23,.783,17-39,.436,61.4,8.6,22-62,.355
2751,-,Sr,6-8,Christopher Flippin,Maryland Eastern Shore,MEAC,28,C,29.4,0.1,0.9,-5.2,-3.7,-1.6,91.9,114.9,26.0,44.7,46.8,15.0,11.5,12.9,19.8,0.6,4.2,1.5,36.6,5.1,8-9,.889,40-82,.488,15-41,.366,25-45,.556,55-123,.447,0.0,0.0,0-0,.000
2752,-,Fr,6-9,Christian Humphrey-Rembert,Lafayette,Pat,31,Stretch 4,75.6,0.1,2.0,-2.0,-0.6,-1.4,106.8,114.9,12.7,53.6,54.7,3.9,22.7,3.0,11.5,0.7,2.3,0.9,21.8,1.7,8-8,1.000,16-27,.593,4-18,.222,27-43,.628,20-45,.444,77.2,9.6,57-152,.375
2753,-,Jr,6-5,Mujahiid Burton,North Carolina A&T,CAA,18,Wing G,26.8,0.1,0.8,-4.2,-1.4,-2.8,103.0,121.0,15.6,50.6,50.4,2.4,5.5,5.8,12.3,1.0,0.0,1.5,10.1,2.3,0-0,.000,8-14,.571,4-11,.364,4-9,.444,12-25,.480,71.9,12.3,22-64,.344
2754,-,Fr,6-10,Nas Hart,La Salle,A10,19,C,16.3,0.1,0.8,-6.5,-2.6,-3.9,99.2,112.9,14.9,35.7,40.2,17.4,15.6,0.0,9.9,0.0,1.8,0.6,45.2,4.3,4-4,1.000,13-36,.361,2-6,.333,11-19,.579,15-42,.357,0.0,0.0,0-0,.000
2755,-,Sr,6-7,Sadiku Ibine Ayo,St. John's,BE,30,Wing G,15.7,0.1,1.1,3.0,-1.2,4.2,101.9,92.8,11.8,49.1,49.6,1.4,13.2,9.4,16.4,1.6,1.3,3.2,1.9,3.1,3-3,1.000,12-19,.632,5-15,.333,1-1,1.000,17-34,.500,35.8,4.6,6-19,.316
2756,-,So,6-7,Jermaine Coleman,St. Thomas,Sum,31,Wing F,33.8,0.1,1.0,-4.2,-2.6,-1.6,105.2,112.3,14.3,53.3,54.1,1.5,12.2,5.7,10.5,1.3,0.8,0.7,13.2,3.3,3-3,1.000,16-19,.842,0-2,.000,9-14,.643,16-21,.762,80.2,11.6,27-85,.318
2757,-,Fr,6-8,Omer Suljanovic,UC Davis,BW,30,Wing F,34.2,0.1,1.1,-5.8,-4.1,-1.8,91.5,111.1,22.2,46.6,50.8,8.0,13.2,5.2,20.7,0.4,1.1,0.9,40.9,5.1,3-3,1.000,41-70,.586,1-10,.100,37-54,.685,42-80,.525,39.4,6.8,13-52,.250
2758,-,Sr,6-3,Brennan Rigsby,Radford,BSth,29,Combo G,47.9,0.1,1.3,-2.0,-2.2,0.2,108.0,114.4,12.4,48.0,50.4,2.5,10.9,10.4,12.5,2.6,1.9,2.2,18.7,3.7,4-4,1.000,18-30,.600,8-15,.533,17-23,.739,26-45,.578,63.4,7.6,22-78,.282
2759,-,Jr,6-7,Yvens Paul,Eastern Kentucky,ASun,30,PF/C,42.6,0.1,0.9,-4.8,-3.4,-1.4,104.5,119.5,14.8,61.5,58.8,12.0,13.9,5.7,25.7,0.4,5.2,1.1,37.4,5.2,24-28,.857,47-70,.671,9-21,.429,14-34,.412,56-91,.615,0.0,0.0,0-0,.000
2760,-,Fr,6-8,Devon Kobi Pearson,Texas A&M Corpus Chris,Slnd,28,Wing F,19.5,0.1,0.8,-3.2,-4.0,0.8,94.8,105.2,20.8,57.5,56.3,7.3,15.1,6.6,24.0,0.4,2.6,1.6,71.7,6.9,9-10,.900,24-40,.600,2-5,.400,19-38,.500,26-45,.578,15.1,2.1,3-8,.375
2761,-,So,6-6,Daniil Glazkov,Loyola Chicago,A10,26,Wing G,24.8,0.1,0.8,-3.6,-2.0,-1.6,102.8,116.4,13.0,52.6,52.6,6.1,11.9,8.5,18.4,1.1,0.0,0.9,34.5,3.4,3-3,1.000,8-17,.471,0-1,.000,10-20,.500,8-18,.444,69.0,7.4,15-40,.375
2762,-,Fr,6-8,Matheo Coffi,UTSA,Amer,28,Stretch 4,48.4,0.1,1.2,-4.0,-2.6,-1.4,104.8,117.2,11.5,53.5,53.7,8.9,17.4,8.2,23.0,0.9,4.1,1.0,12.8,3.9,9-10,.900,23-39,.590,2-9,.222,6-11,.545,25-48,.521,44.2,4.0,14-38,.368
2763,-,Fr,6-2,Bastien Rieber,Fresno St.,MWC,31,Scoring PG,40.9,0.1,1.4,-4.8,-4.3,-0.4,97.6,109.3,15.9,47.7,54.4,2.5,6.0,16.5,26.5,1.3,0.2,0.7,58.0,5.3,0-0,.000,10-19,.526,8-24,.333,38-51,.745,18-43,.419,51.1,5.1,16-45,.356
2764,-,So,6-8,Tucker Tornatta,Valparaiso,MVC,25,Stretch 4,16.7,0.1,0.8,-5.3,-5.4,0.1,91.2,106.6,23.3,46.2,51.1,8.1,19.5,9.4,25.0,0.6,3.1,0.6,81.1,6.8,3-3,1.000,14-28,.500,3-11,.273,26-43,.605,17-39,.436,26.4,3.9,5-14,.357
2765,-,So,6-11,Jaden Smith,Saint Joseph's,A10,34,C,22.2,0.1,0.9,-4.8,-6.6,1.7,95.5,104.8,18.5,44.3,51.3,11.0,9.4,6.1,24.2,0.4,6.4,0.8,68.9,7.5,4-4,1.000,21-35,.600,3-16,.188,29-42,.690,24-51,.471,16.4,1.9,2-10,.200
2766,-,Jr,6-5,Carter Kingsbury,The Citadel,SC,28,Wing G,67.8,0.1,1.1,-5.6,-3.2,-2.4,102.5,123.3,16.4,51.0,53.3,1.6,14.9,15.4,18.5,1.5,0.3,1.1,19.4,2.4,0-0,.000,33-51,.647,28-63,.444,28-38,.737,61-114,.535,41.8,6.1,26-82,.317
2767,-,Sr,6-1,Zae Blake,UT Rio Grande Valley,Slnd,28,Wing G,43.0,0.1,1.8,-2.5,-2.5,0.0,98.4,107.8,16.4,44.9,48.3,3.8,12.7,12.2,17.7,1.6,0.4,1.6,22.7,3.5,0-0,.000,17-31,.548,6-23,.261,22-29,.759,23-54,.426,57.8,8.3,23-74,.311
2768,-,Fr,6-7,Ty Francis,Northeastern,CAA,25,Wing F,28.8,0.1,0.9,-5.3,-3.4,-1.8,101.0,116.3,15.6,52.9,54.1,3.5,18.4,4.9,15.3,0.7,3.7,1.6,38.8,3.9,14-16,.875,29-44,.659,10-22,.455,19-33,.576,39-66,.591,22.4,3.0,4-19,.211
2769,-,Jr,6-10,Ibrahim Olajuwon,FIU,CUSA,29,C,33.8,0.1,1.3,-3.1,-4.0,0.8,102.2,107.3,14.2,53.0,54.0,8.3,14.9,1.8,18.8,0.2,6.2,2.1,38.6,6.2,6-7,.857,34-53,.642,10-29,.345,18-32,.563,44-82,.537,1.2,0.1,0-1,.000
2770,-,Fr,6-4,Salim London,UAB,Amer,31,Combo G,48.1,0.1,1.9,-1.2,-2.8,1.6,101.9,106.6,13.9,40.1,46.6,1.6,10.6,12.6,13.5,2.3,0.9,2.4,29.9,2.0,0-0,.000,22-45,.489,9-33,.273,36-41,.878,31-78,.397,43.1,5.5,16-59,.271
2771,-,So,6-2,Deshaun Jackson Jr.,Mercyhurst,NEC,32,Scoring PG,55.5,0.1,1.8,-3.2,-3.8,0.7,97.4,110.6,19.7,46.4,48.8,3.3,12.4,24.3,19.7,2.1,1.6,2.7,24.6,4.3,1-1,1.000,42-82,.512,41-95,.432,29-44,.659,83-177,.469,1.1,0.2,0-2,.000
2772,-,Sr,6-9,Dylan Arnett,North Texas,Amer,31,C,65.5,0.1,3.2,-1.0,-2.5,1.5,94.6,98.7,18.5,46.3,46.1,8.2,18.3,10.6,16.9,0.9,4.2,2.0,22.5,3.2,14-17,.824,60-96,.625,47-135,.348,22-52,.423,107-231,.463,0.0,0.0,0-0,.000
2773,-,Sr,6-3,Dian Wright-Forde,Norfolk St.,MEAC,28,Combo G,32.0,0.1,0.9,-3.2,-2.5,-0.7,95.0,114.7,22.0,45.6,49.0,5.1,11.2,15.2,19.7,1.2,2.1,2.9,56.9,4.7,0-0,.000,28-63,.444,8-18,.444,34-58,.586,36-81,.444,20.6,3.4,7-21,.333
2774,-,Fr,6-6,Jamias Ferere,Gardner Webb,BSth,30,Wing G,43.9,0.1,0.6,-7.0,-3.3,-3.7,91.4,124.1,22.7,43.6,49.0,5.0,14.6,9.1,18.4,0.6,1.2,1.3,35.7,3.3,1-1,1.000,53-104,.510,8-29,.276,47-61,.770,61-133,.459,22.2,4.1,9-38,.237
2775,-,Jr,6-4,Tre Norman,Marquette,BE,30,Combo G,19.0,0.1,1.0,-1.5,-3.8,2.3,92.0,100.0,19.2,44.1,49.5,7.5,11.2,15.7,26.5,1.0,0.0,3.7,60.8,4.7,2-2,1.000,20-35,.571,1-7,.143,20-31,.645,21-42,.500,17.6,2.1,1-9,.111
2776,-,So,6-9,Yonatan Levy,Pepperdine,WCC,30,Wing F,51.5,0.1,1.7,-2.8,-3.4,0.6,97.1,110.5,15.5,49.6,54.0,4.7,17.4,15.6,26.4,1.2,1.1,2.1,33.6,5.0,0-0,.000,32-58,.552,6-16,.375,31-40,.775,38-74,.514,37.8,4.2,14-45,.311
2777,-,Sr,6-4,Ethan Pickett,Southeastern Louisiana,Slnd,30,Wing G,44.7,0.1,1.3,-5.8,-4.6,-1.2,94.8,113.6,19.2,44.4,49.0,4.0,12.6,16.8,19.3,1.2,0.2,1.2,42.9,4.5,4-5,.800,49-97,.505,4-11,.364,39-57,.684,53-108,.491,18.8,2.8,4-25,.160
2778,-,Sr,6-6,Dailliss Cox,Chicago St.,NEC,31,PF/C,37.2,0.1,0.6,-8.8,-5.2,-3.5,105.7,123.4,12.6,48.4,50.1,9.2,15.1,2.7,12.6,0.6,0.3,0.9,10.9,6.4,0-0,.000,19-32,.594,21-51,.412,8-10,.800,40-83,.482,9.8,1.2,3-9,.333
2779,-,Jr,6-5,Bryson Wilson,Binghamton,AE,26,Wing G,64.3,0.1,1.1,-5.9,-2.8,-3.1,94.5,123.3,22.3,44.1,51.7,6.6,12.3,7.5,18.9,0.5,2.2,1.7,53.1,3.2,15-19,.789,57-111,.514,12-36,.333,80-103,.777,69-147,.469,24.2,3.9,11-47,.234
2780,-,Fr,6-6,Isaiah Henderson,Siena,MAAC,28,Wing G,27.2,0.1,0.9,-3.7,-2.4,-1.3,102.6,115.6,15.5,47.1,52.1,1.6,5.5,6.6,15.8,0.9,0.6,1.0,38.4,2.7,0-0,.000,7-14,.500,2-3,.667,25-33,.758,9-17,.529,80.2,11.3,21-69,.304
